Token,PoS,Lemma
„,PUNCT,--
Tag,NOUN,Tag
des,DET,der
offenen,ADJ,offen
Denkmals,NOUN,Denkmal
2020,NUM,2020
“,PUNCT,--
am,ADP,an
12.09.2020,NOUN,12.09.2020
im,ADP,in
Gutshaus,NOUN,Gutshaus
Steglitz,PROPN,Steglitz
"
",SPACE,"
"
Bereits,ADV,bereits
zum,ADP,zu
3.,ADJ,3.
Mal,NOUN,Mal
beteiligen,VERB,beteiligen
wir,PRON,wir
–,PUNCT,--
das,DET,der
Gutshaus,NOUN,Gutshaus
Steglitz,PROPN,Steglitz
in,ADP,in
der,DET,der
Schloßstr,PROPN,Schloßstr
.,PUNCT,--
48,NUM,48
(,PUNCT,--
neben,ADP,neben
dem,DET,der
Schloßpark-Theater,NOUN,Schloßpark-Theater
),PUNCT,--
–,PUNCT,--
uns,PRON,uns
an,ADP,an
der,DET,der
deutschlandweiten,ADJ,deutschlandweit
Veranstaltungsreihe,NOUN,Veranstaltungsreihe
„,PUNCT,--
Tag,NOUN,Tag
des,DET,der
offenen,ADJ,offen
Denkmals,NOUN,Denkmal
2020,NUM,2020
“,PUNCT,--
",",PUNCT,--
die,PRON,der
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
unter,ADP,unter
dem,DET,der
Motto,NOUN,Motto
“,PUNCT,--
Denk_mal,ADV,Denk_mal
nachhaltig,ADV,nachhaltig
”,PUNCT,”
steht,VERB,stehen
.,PUNCT,--
Am,ADP,an
Samstag,NOUN,Samstag
",",PUNCT,--
12.,ADJ,12.
September,NOUN,September
2020,NUM,2020
gegen,ADP,gegen
10:00,ADJ,10:00
Uhr,NOUN,Uhr
wird,AUX,werden
Frau,NOUN,Frau
Maren,PROPN,Maren
Schellenberg,PROPN,Schellenberg
",",PUNCT,--
sie,PRON,sie
ist,AUX,sein
seit,ADP,seit
Januar,NOUN,Januar
d.,DET,d.
J.,PROPN,J.
neue,ADJ,neu
Hausherrin,NOUN,Hausherrin
und,CCONJ,und
leitet,VERB,leiten
die,DET,der
Abteilung,NOUN,Abteilung
Immobilien,NOUN,Immobilie
",",PUNCT,--
Umwelt,NOUN,Umwelt
und,CCONJ,und
Tiefbau,NOUN,Tiefbau
",",PUNCT,--
die,DET,der
Besucherinnen,NOUN,Besucherin
und,CCONJ,und
Besucher,NOUN,Besucher
persönlich,ADV,persönlich
begrüßen,VERB,begrüßen
.,PUNCT,--
Anschließend,ADV,anschließend
können,AUX,können
Sie,PRON,sie
bis,ADP,bis
18:00,ADJ,18:00
Uhr,NOUN,Uhr
die,DET,der
Räume,NOUN,Raum
im,ADP,in
Erdgeschoss,NOUN,Erdgeschoss
besuchen,VERB,besuchen
.,PUNCT,--
Die,DET,der
Besichtigung,NOUN,Besichtigung
des,DET,der
Gutshauses,NOUN,Gutshaus
ist,AUX,sein
wie,ADP,wie
gewohnt,ADV,gewohnt
kostenlos,ADV,kostenlos
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
sind,AUX,sein
die,DET,der
Vorbereitungen,NOUN,Vorbereitung
für,ADP,für
alle,DET,aller
teilnehmenden,ADJ,teilnehmend
Institutionen,NOUN,Institution
angesichts,ADP,angesichts
der,DET,der
Corona-Krise,NOUN,Corona-Krise
eine,DET,ein
besondere,ADJ,besonderer
Herausforderung,NOUN,Herausforderung
",",PUNCT,--
aber,CCONJ,aber
wir,PRON,wir
sind,AUX,sein
optimistisch,ADV,optimistisch
und,CCONJ,und
bereiten,VERB,bereiten
alles,PRON,alle
dafür,ADV,dafür
vor,ADP,vor
",",PUNCT,--
Sie,PRON,sie
im,ADP,in
Gutshaus,NOUN,Gutshaus
Steglitz,PROPN,Steglitz
begrüßen,VERB,begrüßen
zu,PART,zu
können,AUX,können
.,PUNCT,--
Allerdings,ADV,allerdings
haben,AUX,haben
wir,PRON,wir
uns,PRON,sich
entschieden,VERB,entscheiden
",",PUNCT,--
aufgrund,ADP,aufgrund
der,DET,der
Beengtheit,NOUN,Beengtheit
der,DET,der
einzelnen,ADJ,einzeln
Räume,NOUN,Raum
keine,DET,kein
Führungen,NOUN,Führung
anzubieten,VERB,anbieten
.,PUNCT,--
Die,DET,der
Mitarbeiterinnen,NOUN,Mitarbeiterin
und,CCONJ,und
Mitarbeiter,NOUN,Mitarbeiter
stehen,VERB,stehen
selbstverständlich,ADV,selbstverständlich
gerne,ADV,gerne
für,ADP,für
Fragen,NOUN,Frage
zur,ADP,zu
Verfügung,NOUN,Verfügung
.,PUNCT,--
Wir,PRON,wir
hoffen,VERB,hoffen
",",PUNCT,--
dass,SCONJ,dass
Alle,PRON,aller
auf,ADP,auf
die,DET,der
diesjährigen,ADJ,diesjährig
Einschränkungen,NOUN,Einschränkung
mit,ADP,mit
Geduld,NOUN,Geduld
und,CCONJ,und
Verständnis,NOUN,Verständnis
reagieren,VERB,reagieren
werden,AUX,werden
.,PUNCT,--
Bitte,ADV,bitte
bringen,VERB,bringen
Sie,PRON,sie
einen,DET,ein
Mund-Nase-Schutz,NOUN,Mund-Nase-Schutz
mit,ADP,mit
.,PUNCT,--
Die,DET,der
Bedeutung,NOUN,Bedeutung
des,DET,der
Gutshauses,NOUN,Gutshaus
Steglitz,PROPN,Steglitz
mit,ADP,mit
Wirtschaftsgebäuden,NOUN,Wirtschaftsgebäud
liegt,VERB,liegen
in,ADP,in
der,DET,der
baugeschichtlich,ADV,baugeschichtlich
herausragenden,ADJ,herausragend
Stellung,NOUN,Stellung
als,ADP,als
Zeugnis,NOUN,Zeugnis
des,DET,der
preußischen,ADJ,preußisch
Frühklassizismus,NOUN,Frühklassizismus
in,ADP,in
Berlin,PROPN,Berlin
.,PUNCT,--
Erbaut,VERB,erbauen
1801,NUM,1801
bis,ADP,bis
1804,NUM,1804
von,ADP,von
David,PROPN,David
Gilly,PROPN,Gilly
und,CCONJ,und
Heinrich,PROPN,Heinrich
Gentz,PROPN,Gentz
zählt,VERB,zählen
es,PRON,es
zu,ADP,zu
den,DET,der
letzten,ADJ,letzter
erhaltenen,ADJ,erhalten
Bauzeugnissen,NOUN,Bauzeugniss
dieser,DET,dieser
Epoche,NOUN,Epoche
und,CCONJ,und
wurde,AUX,werden
bereits,ADV,bereits
1923,NUM,1923
zum,ADP,zu
geschützten,ADJ,geschützt
Bauwerk,NOUN,Bauwerk
erklärt,VERB,erklären
.,PUNCT,--
Anlässlich,ADV,anlässlich
der,DET,der
750-Jahr-Feier,ADJ,750-Jahr-Feier
Berlins,PROPN,Berlin
im,ADP,in
Jahr,NOUN,Jahr
1987,NUM,1987
wurde,AUX,werden
die,DET,der
denkmalgerechte,ADJ,denkmalgerecht
Wiederherstellung,NOUN,Wiederherstellung
des,DET,der
Ensembles,NOUN,Ensemble
entschieden,VERB,entscheiden
.,PUNCT,--
In,ADP,in
Zusammenarbeit,NOUN,Zusammenarbeit
mit,ADP,mit
dem,DET,der
Landesdenkmalamt,NOUN,Landesdenkmalamt
Berlin,PROPN,Berlin
und,CCONJ,und
der,DET,der
Abteilung,NOUN,Abteilung
Immobilien,NOUN,Immobilie
",",PUNCT,--
Umwelt,NOUN,Umwelt
und,CCONJ,und
Tiefbau,NOUN,Tiefbau
",",PUNCT,--
Auf,ADP,auf
dem,DET,der
Grat,NOUN,Grat
2,NUM,2
",",PUNCT,--
14195,NUM,14195
Berlin,PROPN,Berlin
",",PUNCT,--
Ansprechpartnerin,NOUN,Ansprechpartnerin
:,PUNCT,--
Christine,PROPN,Christine
Urban,PROPN,Urban
",",PUNCT,--
Tel.,NOUN,Tel.
:,PUNCT,--
+49,NOUN,+49
(,PUNCT,--
30,NUM,30
),PUNCT,--
90,NUM,90
299,NUM,299
-,PUNCT,-
3924,NUM,3924
",",PUNCT,--
E-Mail,NOUN,E-Mail
