Token,PoS,Lemma
Beteiligung,NOUN,Beteiligung
der,DET,der
Öffentlichkeit,NOUN,Öffentlichkeit
an,ADP,an
der,DET,der
Bauleitplanung,NOUN,Bauleitplanung
für,ADP,für
das,DET,der
Grundstück,NOUN,Grundstück
Passauer,ADJ,Passauer
Straße,NOUN,Straße
1,NUM,1
-,NUM,-
3,NUM,3
"
",SPACE,"
"
Der,DET,der
Entwurf,NOUN,Entwurf
des,DET,der
vorhabenbezogenen,ADJ,vorhabenbezogen
Bebauungsplans,NOUN,Bebauungsplan
7,NUM,7
-,NUM,--
89,NUM,89
VE,NOUN,VE
für,ADP,für
das,DET,der
Grundstück,NOUN,Grundstück
Passauer,ADJ,Passauer
Straße,NOUN,Straße
1,NUM,1
-,NUM,-
3,NUM,3
im,ADP,in
Bezirk,NOUN,Bezirk
Tempelhof-Schöneberg,PROPN,Tempelhof-Schöneberg
",",PUNCT,--
Ortsteil,NOUN,Ortsteil
Schöneberg,PROPN,Schöneberg
liegt,VERB,liegen
mit,ADP,mit
Begründung,NOUN,Begründung
einschließlich,ADP,einschließlich
Umweltbericht,NOUN,Umweltbericht
sowie,CCONJ,sowie
den,DET,der
wesentlichen,ADJ,wesentlich
umweltbezogenen,ADJ,umweltbezogen
Stellungnahmen,NOUN,Stellungnahme
gemäß,ADP,gemäß
§,NOUN,§
3,NUM,3
Abs.,NOUN,Abs.
2,NUM,2
Baugesetzbuch,NOUN,Baugesetzbuch
öffentlich,ADV,öffentlich
aus,ADP,aus
.,PUNCT,--
Im,ADP,in
Rahmen,NOUN,Rahmen
des,DET,der
vorhabenbezogenen,ADJ,vorhabenbezogen
Bebauungsplans,NOUN,Bebauungsplan
7,NUM,7
-,NUM,-
89,NUM,89
VE,NOUN,VE
ist,AUX,sein
ein,DET,ein
Büro-,X,Büro
und,CCONJ,und
Geschäftshaus,NOUN,Geschäftshaus
mit,ADP,mit
Einzelhandel,NOUN,Einzelhandel
und,CCONJ,und
Tiefgarage,NOUN,Tiefgarage
geplant,VERB,planen
.,PUNCT,--
Während,SCONJ,während
der,DET,der
Auslegungsfrist,NOUN,Auslegungsfrist
können,AUX,können
Stellungnahmen,NOUN,Stellungnahme
abgegeben,VERB,abgeben
werden,AUX,werden
.,PUNCT,--
Diese,PRON,dieser
sind,AUX,sein
in,ADP,in
die,DET,der
abschließende,ADJ,abschließend
Abwägung,NOUN,Abwägung
der,DET,der
öffentlichen,ADJ,öffentlich
und,CCONJ,und
privaten,ADJ,privat
Belange,NOUN,Belang
gegeneinander,ADV,gegeneinander
und,CCONJ,und
untereinander,ADV,untereinander
einzubeziehen,VERB,einbeziehen
.,PUNCT,--
Nicht,PART,nicht
fristgerecht,ADV,fristgerecht
abgegebene,ADJ,abgegeben
Stellungnahmen,NOUN,Stellungnahme
können,AUX,können
unberücksichtigt,ADV,unberücksichtigt
bleiben,VERB,bleiben
.,PUNCT,--
Zeit,NOUN,Zeit
:,PUNCT,--
vom,ADP,von
25.,ADJ,25.
Januar,NOUN,Januar
2021,NUM,2021
bis,ADP,bis
einschließlich,ADV,einschließlich
24.,ADJ,24.
Februar,NOUN,Februar
2021,NUM,2021
Montag,NOUN,Montag
",",PUNCT,--
Mittwoch,NOUN,Mittwoch
und,CCONJ,und
Freitag,NOUN,Freitag
von,ADP,von
8:00,NUM,8:00
bis,ADP,bis
16:00,NUM,16:00
Uhr,NOUN,Uhr
Dienstag,NOUN,Dienstag
und,CCONJ,und
Donnerstag,NOUN,Donnerstag
von,ADP,von
9:00,PUNCT,9:00
bis,ADP,bis
18:00,ADJ,18:00
Uhr,NOUN,Uhr
sowie,CCONJ,sowie
nach,ADP,nach
telefonischer,ADJ,telefonisch
Vereinbarung,NOUN,Vereinbarung
auch,ADV,auch
außerhalb,ADP,außerhalb
dieser,DET,dieser
Sprechzeiten,NOUN,Sprechzeiten
Ort,NOUN,Ort
:,PUNCT,--
Bezirksamt,PROPN,Bezirksamt
Tempelhof-Schöneberg,PROPN,Tempelhof-Schöneberg
von,ADP,von
Berlin,PROPN,Berlin
",",PUNCT,--
Stadtentwicklungsamt,NOUN,Stadtentwicklungsamt
Rathaus,PROPN,Rathaus
Schöneberg,PROPN,Schöneberg
",",PUNCT,--
John-F.-Kennedy-Platz,NOUN,John-F.-Kennedy-Platz
",",PUNCT,--
10825,NUM,10825
Berlin,PROPN,Berlin
",",PUNCT,--
Raum,NOUN,Raum
3047,NUM,3047
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90277,NUM,90277
-,NUM,-
8917,NUM,8917
(,PUNCT,--
Postanschrift,NOUN,Postanschrift
:,PUNCT,--
Bezirksamt,PROPN,Bezirksamt
Tempelhof-Schöneberg,PROPN,Tempelhof-Schöneberg
von,ADP,von
Berlin,PROPN,Berlin
",",PUNCT,--
10820,NUM,10820
Berlin,PROPN,Berlin
),PUNCT,--
Fragen,NOUN,Frage
zum,ADP,zu
Verfahren,NOUN,Verfahren
oder,CCONJ,oder
zu,ADP,zu
den,DET,der
Inhalten,NOUN,Inhalt
des,DET,der
vorhabenbezogenen,ADJ,vorhabenbezogen
Bebauungsplanentwurfs,NOUN,Bebauungsplanentwurf
können,AUX,können
auch,ADV,auch
telefonisch,ADV,telefonisch
unter,ADP,unter
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90277,NUM,90277
-,NUM,-
2407,NUM,2407
oder,CCONJ,oder
per,ADP,per
E-Mail,NOUN,E-Mail
an,ADP,an
Stadtplanung,NOUN,Stadtplanung
gestellt,VERB,stellen
werden,AUX,werden
.,PUNCT,--
Diese,PRON,dieser
werden,AUX,werden
zeitnah,ADV,zeitnah
fernmündlich,ADV,fernmündlich
beziehungsweise,CCONJ,beziehungsweise
per,ADP,per
E-Mail,NOUN,E-Mail
beantwortet,VERB,beantworten
.,PUNCT,--
Sie,PRON,sie
können,AUX,können
die,DET,der
Unterlagen,NOUN,Unterlage
ab,ADP,ab
Beteiligungsbeginn,NOUN,Beteiligungsbeginn
außerdem,ADV,außerdem
auf,ADP,auf
der,DET,der
Webseite,NOUN,Webseite
des,DET,der
Bezirksamtes,NOUN,Bezirksamt
Tempelhof-Schöneberg,PROPN,Tempelhof-Schöneberg
einsehen,VERB,einsehen
oder,CCONJ,oder
über,ADP,über
die,DET,der
Beteiligungsplattform,NOUN,Beteiligungsplattform
mein,DET,mein
Berlin,PROPN,Berlin
.,PUNCT,--
Es,PRON,es
gelten,VERB,gelten
die,DET,der
Schutzmaßnahmen,NOUN,Schutzmaßnahmen
zur,ADP,zu
Eindämmung,NOUN,Eindämmung
der,DET,der
Ausbreitung,NOUN,Ausbreitung
des,DET,der
neuartigen,ADJ,neuartig
Coronavirus-SARS-CoV-2,NOUN,Coronavirus-SARS-CoV-2
(,PUNCT,--
SARS-CoV-2-Infektionsschutzverordnung,NOUN,SARS-CoV-2-Infektionsschutzverordnung
in,ADP,in
der,DET,der
jeweils,ADV,jeweils
gültigen,ADJ,gültig
Fassung,NOUN,Fassung
),PUNCT,--
.,PUNCT,--
Hinweis,NOUN,Hinweis
:,PUNCT,--
Die,DET,der
Verarbeitung,NOUN,Verarbeitung
personenbezogener,ADJ,personenbezogen
Daten,NOUN,Datum
erfolgt,VERB,erfolgen
auf,ADP,auf
der,DET,der
Grundlage,NOUN,Grundlage
des,DET,der
§,NOUN,§
3,NUM,3
Baugesetzbuch,NOUN,Baugesetzbuch
in,ADP,in
Verbindung,NOUN,Verbindung
mit,ADP,mit
Art,NOUN,Art
.,NOUN,.
6,NUM,6
Abs.,NOUN,Abs.
1,NUM,1
Buchst,PROPN,Buchst
.,PUNCT,--
e,X,e
Datenschutz-Grundverordnung,NOUN,Datenschutz-Grundverordnung
und,CCONJ,und
Berliner,ADJ,Berliner
Datenschutzgesetz,NOUN,Datenschutzgesetz
.,PUNCT,--
Geben,VERB,geben
Sie,PRON,sie
Ihre,DET,ihr
Stellungnahmen,NOUN,Stellungnahme
ohne,ADP,ohne
Absenderangaben,NOUN,Absenderangabe
ab,ADP,ab
",",PUNCT,--
erhalten,VERB,erhalten
Sie,PRON,sie
keine,DET,kein
Mitteilung,NOUN,Mitteilung
über,ADP,über
das,DET,der
Ergebnis,NOUN,Ergebnis
der,DET,der
Prüfung,NOUN,Prüfung
Ihrer,DET,ihr
Stellungnahme,NOUN,Stellungnahme
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
entnehmen,VERB,entnehmen
Sie,PRON,sie
bitte,ADV,bitte
der,DET,der
„,PUNCT,--
Information,NOUN,Information
über,ADP,über
die,DET,der
Datenverarbeitung,NOUN,Datenverarbeitung
im,ADP,in
Bereich,NOUN,Bereich
des,DET,der
Bebauungsplanverfahrens,NOUN,Bebauungsplanverfahren
“,PUNCT,--
",",PUNCT,--
die,PRON,der
mitausliegt,VERB,mitausliegen
.,PUNCT,--
