Token,PoS,Lemma
Sitzungstermine,NOUN,Sitzungstermine
der,DET,der
Ausschüsse,NOUN,Ausschuß
der,DET,der
Bezirksverordnetenversammlung,NOUN,Bezirksverordnetenversammlung
Treptow-Köpenick,PROPN,Treptow-Köpenick
in,ADP,in
der,DET,der
4.,ADJ,4.
Kalenderwoche,NOUN,Kalenderwoche
"
",SPACE,"
"
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
23.01.,NOUN,23.01.
",",PUNCT,--
18:00,ADJ,18:00
Uhr,NOUN,Uhr
25.,NUM,25.
(,PUNCT,--
öffentliche,ADJ,öffentlich
/,PUNCT,--
nichtöffentliche,ADJ,nichtöffentlich
),PUNCT,--
Sitzung,NOUN,Sitzung
des,DET,der
Ausschusses,NOUN,Ausschuß
für,ADP,für
Haushalt,NOUN,Haushalt
",",PUNCT,--
Personal,NOUN,Personal
",",PUNCT,--
Verwaltung,NOUN,Verwaltung
und,CCONJ,und
Immobilien,NOUN,Immobilie
Rathaus,NOUN,Rathaus
Treptow,PROPN,Treptow
",",PUNCT,--
Köln-Zimmer,PROPN,Köln-Zimmer
(,PUNCT,--
Raum,NOUN,Raum
118,NUM,118
),PUNCT,--
",",PUNCT,--
Neue,ADJ,neu
Krugallee,PROPN,Krugallee
4,NUM,4
",",PUNCT,--
12435,NUM,12435
Berlin,PROPN,Berlin
Tagesordnung,NOUN,Tagesordnung
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
24.01.,X,24.01.
",",PUNCT,--
17:00,PROPN,17:00
Uhr,NOUN,Uhr
9.,NUM,9.
(,PUNCT,--
öffentliche,ADJ,öffentlich
),PUNCT,--
Sitzung,NOUN,Sitzung
des,DET,der
Geschäftsordnungsausschusses,NOUN,Geschäftsordnungsausschuß
Rathaus,NOUN,Rathaus
Treptow,PROPN,Treptow
",",PUNCT,--
Köln-Zimmer,PROPN,Köln-Zimmer
(,PUNCT,--
Raum,NOUN,Raum
118,NUM,118
),PUNCT,--
",",PUNCT,--
Neue,ADJ,neu
Krugallee,PROPN,Krugallee
4,NUM,4
",",PUNCT,--
12435,NUM,12435
Berlin,PROPN,Berlin
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
24.01.,X,24.01.
",",PUNCT,--
19:00,ADJ,19:00
Uhr,NOUN,Uhr
16.,ADJ,16.
(,PUNCT,--
öffentliche,ADJ,öffentlich
),PUNCT,--
Sitzung,NOUN,Sitzung
des,DET,der
Rechnungsprüfungsausschusses,NOUN,Rechnungsprüfungsausschuss
Rathaus,NOUN,Rathaus
Treptow,PROPN,Treptow
",",PUNCT,--
Albinea-Zimmer,NOUN,Albinea-Zimmer
(,PUNCT,--
Raum,NOUN,Raum
206,NUM,206
),PUNCT,--
",",PUNCT,--
Neue,ADJ,neu
Krugallee,PROPN,Krugallee
4,NUM,4
",",PUNCT,--
12435,NUM,12435
Berlin,PROPN,Berlin
Tagesordnung,NOUN,Tagesordnung
